customer_id,customer_name,email,phone,address,city,country,registration_date
CUST000694,Customer 694,customer694@example.com,0987806584,218 Street,Can Tho,UK,2024-03-28
CUST000695,Customer 695,customer695@example.com,0987105445,733 Street,Hai Phong,Korea,2023-07-22
CUST000696,Customer 696,customer696@example.com,0987515150,352 Street,Ho Chi Minh,Vietnam,2024-03-06
CUST000697,Customer 697,customer697@example.com,0987836824,155 Street,Hue,Japan,2024-07-11
CUST000698,Customer 698,customer698@example.com,0987720950,621 Street,Nha Trang,UK,2024-01-13
CUST000699,Customer 699,customer699@example.com,0987427657,990 Street,Vung Tau,Korea,2025-02-04
CUST000700,Customer 700,customer700@example.com,0987369316,298 Street,Can Tho,USA,2025-11-01
CUST000701,Customer 701,customer701@example.com,0987971164,734 Street,Hue,UK,2023-04-28
CUST000702,Customer 702,customer702@example.com,0987222588,735 Street,Da Nang,Japan,2023-05-11
CUST000703,Customer 703,customer703@example.com,0987426537,844 Street,Hanoi,USA,2024-05-27
CUST000704,Customer 704,customer704@example.com,0987605573,366 Street,Hanoi,Japan,2023-07-06
CUST000705,Customer 705,customer705@example.com,0987854919,136 Street,Da Nang,UK,2024-01-12
CUST000706,Customer 706,customer706@example.com,0987273869,777 Street,Da Nang,UK,2023-11-20
CUST000707,Customer 707,customer707@example.com,0987161264,174 Street,Hanoi,Korea,2024-09-06
CUST000708,Customer 708,customer708@example.com,0987925464,660 Street,Hai Phong,Vietnam,2025-02-03
CUST000709,Customer 709,customer709@example.com,0987765051,341 Street,Hanoi,Vietnam,2024-07-20
CUST000710,Customer 710,customer710@example.com,0987299596,132 Street,Hanoi,Japan,2025-11-02
CUST000711,Customer 711,customer711@example.com,0987785593,265 Street,Hai Phong,Singapore,2023-09-16
CUST000712,Customer 712,customer712@example.com,0987576906,519 Street,Hanoi,Vietnam,2023-09-09
CUST000713,Customer 713,customer713@example.com,0987845994,740 Street,Hue,Korea,2025-06-29
CUST000714,Customer 714,customer714@example.com,0987417685,510 Street,Can Tho,Vietnam,2025-03-19
CUST000715,Customer 715,customer715@example.com,0987305810,310 Street,Vung Tau,Singapore,2023-03-16
CUST000716,Customer 716,customer716@example.com,0987125796,166 Street,Nha Trang,Korea,2023-11-21
CUST000717,Customer 717,customer717@example.com,0987742694,890 Street,Hanoi,Singapore,2024-10-22
CUST000718,Customer 718,customer718@example.com,0987361291,171 Street,Nha Trang,Korea,2023-05-26
CUST000719,Customer 719,customer719@example.com,0987731912,100 Street,Hanoi,Singapore,2025-07-15
CUST000720,Customer 720,customer720@example.com,0987251165,139 Street,Nha Trang,Japan,2025-07-01
CUST000721,Customer 721,customer721@example.com,0987235931,772 Street,Hai Phong,Singapore,2024-06-10
CUST000722,Customer 722,customer722@example.com,0987255674,478 Street,Ho Chi Minh,Korea,2025-03-15
CUST000723,Customer 723,customer723@example.com,0987463899,787 Street,Hai Phong,Korea,2023-07-11
CUST000724,Customer 724,customer724@example.com,0987426200,468 Street,Vung Tau,Vietnam,2025-10-19
CUST000725,Customer 725,customer725@example.com,0987139365,325 Street,Hanoi,Vietnam,2023-09-22
CUST000726,Customer 726,customer726@example.com,0987833485,732 Street,Ho Chi Minh,Japan,2024-07-16
CUST000727,Customer 727,customer727@example.com,0987629563,629 Street,Hai Phong,Australia,2024-08-23
CUST000728,Customer 728,customer728@example.com,0987864271,615 Street,Ho Chi Minh,Australia,2025-06-27
CUST000729,Customer 729,customer729@example.com,0987833924,962 Street,Da Nang,USA,2024-05-11
CUST000730,Customer 730,customer730@example.com,0987494672,781 Street,Nha Trang,Singapore,2024-10-27
CUST000731,Customer 731,customer731@example.com,0987348282,832 Street,Hanoi,USA,2024-03-28
CUST000732,Customer 732,customer732@example.com,0987694249,389 Street,Hue,Singapore,2024-11-15
CUST000733,Customer 733,customer733@example.com,0987383410,985 Street,Can Tho,USA,2023-12-06
CUST000734,Customer 734,customer734@example.com,0987386693,739 Street,Nha Trang,Australia,2023-09-11
CUST000735,Customer 735,customer735@example.com,0987716683,227 Street,Ho Chi Minh,Singapore,2023-12-06
CUST000736,Customer 736,customer736@example.com,0987247094,729 Street,Hanoi,Vietnam,2025-02-19
CUST000737,Customer 737,customer737@example.com,0987975584,185 Street,Hue,Australia,2025-04-27
CUST000738,Customer 738,customer738@example.com,0987770169,492 Street,Hanoi,Japan,2023-09-21
CUST000739,Customer 739,customer739@example.com,0987234157,7 Street,Da Nang,Japan,2024-08-24
CUST000740,Customer 740,customer740@example.com,0987453778,828 Street,Hai Phong,Australia,2024-08-19
CUST000741,Customer 741,customer741@example.com,0987496880,418 Street,Hanoi,Singapore,2023-12-17
CUST000742,Customer 742,customer742@example.com,0987467471,846 Street,Vung Tau,USA,2024-12-06
CUST000743,Customer 743,customer743@example.com,0987287683,197 Street,Vung Tau,UK,2023-04-17
CUST000744,Customer 744,customer744@example.com,0987357585,828 Street,Hanoi,UK,2023-11-02
CUST000745,Customer 745,customer745@example.com,0987771077,166 Street,Vung Tau,Australia,2024-02-27
CUST000746,Customer 746,customer746@example.com,0987140948,885 Street,Nha Trang,Vietnam,2025-11-23
CUST000747,Customer 747,customer747@example.com,0987145835,287 Street,Hai Phong,Korea,2023-11-09
CUST000748,Customer 748,customer748@example.com,0987227586,970 Street,Hanoi,USA,2025-01-18
CUST000749,Customer 749,customer749@example.com,0987753063,389 Street,Can Tho,Australia,2024-08-02
CUST000750,Customer 750,customer750@example.com,0987456220,968 Street,Vung Tau,Vietnam,2024-10-17
CUST000751,Customer 751,customer751@example.com,0987374672,499 Street,Hue,Korea,2025-02-27
CUST000752,Customer 752,customer752@example.com,0987464950,520 Street,Hue,USA,2024-01-20
CUST000753,Customer 753,customer753@example.com,0987695410,66 Street,Da Nang,UK,2025-01-09
CUST000754,Customer 754,customer754@example.com,0987774755,715 Street,Da Nang,UK,2023-06-04
CUST000755,Customer 755,customer755@example.com,0987341347,112 Street,Can Tho,Japan,2025-09-24
CUST000756,Customer 756,customer756@example.com,0987697502,328 Street,Ho Chi Minh,Japan,2025-08-30
CUST000757,Customer 757,customer757@example.com,0987357290,176 Street,Can Tho,Vietnam,2024-09-02
CUST000758,Customer 758,customer758@example.com,0987199598,942 Street,Hue,Singapore,2023-12-17
CUST000759,Customer 759,customer759@example.com,0987837068,479 Street,Hue,Australia,2023-09-10
CUST000760,Customer 760,customer760@example.com,0987551891,76 Street,Hai Phong,UK,2025-04-18
CUST000761,Customer 761,customer761@example.com,0987484105,578 Street,Hai Phong,Japan,2024-08-19
CUST000762,Customer 762,customer762@example.com,0987657283,27 Street,Hai Phong,Japan,2023-10-10
CUST000763,Customer 763,customer763@example.com,0987595974,399 Street,Can Tho,Korea,2024-01-29
CUST000764,Customer 764,customer764@example.com,0987272510,377 Street,Hai Phong,Japan,2024-01-27
CUST000765,Customer 765,customer765@example.com,0987962437,559 Street,Nha Trang,Japan,2024-09-16
CUST000766,Customer 766,customer766@example.com,0987897155,748 Street,Nha Trang,Australia,2024-04-04
CUST000767,Customer 767,customer767@example.com,0987202143,148 Street,Vung Tau,Vietnam,2025-08-01
CUST000768,Customer 768,customer768@example.com,0987391404,132 Street,Hanoi,Vietnam,2025-09-10
CUST000769,Customer 769,customer769@example.com,0987169819,464 Street,Nha Trang,Japan,2023-12-25
CUST000770,Customer 770,customer770@example.com,0987762473,392 Street,Nha Trang,USA,2024-11-12
CUST000771,Customer 771,customer771@example.com,0987466034,374 Street,Ho Chi Minh,Singapore,2023-10-18
CUST000772,Customer 772,customer772@example.com,0987226304,740 Street,Hanoi,Australia,2023-04-11
CUST000773,Customer 773,customer773@example.com,0987407307,127 Street,Ho Chi Minh,Japan,2024-02-04
CUST000774,Customer 774,customer774@example.com,0987751240,485 Street,Hai Phong,USA,2024-04-24
CUST000775,Customer 775,customer775@example.com,0987741596,197 Street,Da Nang,Japan,2023-10-31
CUST000776,Customer 776,customer776@example.com,0987952172,522 Street,Ho Chi Minh,Singapore,2025-10-22
CUST000777,Customer 777,customer777@example.com,0987472554,75 Street,Hai Phong,Korea,2025-07-05
CUST000778,Customer 778,customer778@example.com,0987535201,838 Street,Hai Phong,Korea,2023-09-11
CUST000779,Customer 779,customer779@example.com,0987756984,254 Street,Nha Trang,Singapore,2025-07-11
CUST000780,Customer 780,customer780@example.com,0987431367,370 Street,Nha Trang,Vietnam,2025-10-17
CUST000781,Customer 781,customer781@example.com,0987283982,908 Street,Hue,Australia,2023-11-29
CUST000782,Customer 782,customer782@example.com,0987277322,876 Street,Vung Tau,Korea,2024-07-15
CUST000783,Customer 783,customer783@example.com,0987973356,931 Street,Nha Trang,USA,2024-09-16
CUST000784,Customer 784,customer784@example.com,0987899767,330 Street,Nha Trang,Japan,2024-11-12
CUST000785,Customer 785,customer785@example.com,0987270259,198 Street,Vung Tau,Singapore,2023-11-30
CUST000786,Customer 786,customer786@example.com,0987308622,170 Street,Ho Chi Minh,Vietnam,2025-01-12
CUST000787,Customer 787,customer787@example.com,0987680665,772 Street,Nha Trang,UK,2023-12-17
CUST000788,Customer 788,customer788@example.com,0987826797,9 Street,Hai Phong,Singapore,2023-11-10
CUST000789,Customer 789,customer789@example.com,0987119591,902 Street,Can Tho,Singapore,2023-06-15
CUST000790,Customer 790,customer790@example.com,0987197343,422 Street,Hai Phong,Japan,2024-09-10
CUST000791,Customer 791,customer791@example.com,0987623722,690 Street,Ho Chi Minh,UK,2024-04-28
CUST000792,Customer 792,customer792@example.com,0987689930,881 Street,Hai Phong,Japan,2024-07-07
CUST000793,Customer 793,customer793@example.com,0987893972,367 Street,Can Tho,Australia,2024-05-13
CUST000794,Customer 794,customer794@example.com,0987689921,285 Street,Hue,USA,2023-07-06
CUST000795,Customer 795,customer795@example.com,0987824334,833 Street,Hue,Korea,2025-10-30
CUST000796,Customer 796,customer796@example.com,0987610662,598 Street,Nha Trang,Japan,2024-07-10
CUST000797,Customer 797,customer797@example.com,0987508005,37 Street,Vung Tau,USA,2023-12-20
CUST000798,Customer 798,customer798@example.com,0987187304,707 Street,Nha Trang,Japan,2024-07-07
CUST000799,Customer 799,customer799@example.com,0987825247,558 Street,Hai Phong,USA,2024-06-25
CUST000800,Customer 800,customer800@example.com,0987715568,306 Street,Can Tho,Korea,2024-12-27
CUST000801,Customer 801,customer801@example.com,0987434701,948 Street,Da Nang,Vietnam,2024-11-14
CUST000802,Customer 802,customer802@example.com,0987574567,734 Street,Nha Trang,USA,2025-10-10
CUST000803,Customer 803,customer803@example.com,0987571520,595 Street,Ho Chi Minh,USA,2023-04-21
CUST000804,Customer 804,customer804@example.com,0987929722,29 Street,Ho Chi Minh,Korea,2024-02-08
CUST000805,Customer 805,customer805@example.com,0987445246,584 Street,Can Tho,USA,2025-02-18
CUST000806,Customer 806,customer806@example.com,0987980603,208 Street,Nha Trang,Japan,2024-01-22
CUST000807,Customer 807,customer807@example.com,0987986305,348 Street,Ho Chi Minh,USA,2023-09-30
CUST000808,Customer 808,customer808@example.com,0987867255,749 Street,Nha Trang,Vietnam,2025-06-16
CUST000809,Customer 809,customer809@example.com,0987529429,688 Street,Hue,Australia,2023-04-02
CUST000810,Customer 810,customer810@example.com,0987740791,433 Street,Nha Trang,Singapore,2025-04-05
CUST000811,Customer 811,customer811@example.com,0987602406,832 Street,Hanoi,Vietnam,2024-08-20
CUST000812,Customer 812,customer812@example.com,0987551518,552 Street,Nha Trang,Japan,2025-10-27
CUST000813,Customer 813,customer813@example.com,0987640539,670 Street,Ho Chi Minh,Singapore,2023-11-19
CUST000814,Customer 814,customer814@example.com,0987296210,1 Street,Vung Tau,Korea,2025-08-23
CUST000815,Customer 815,customer815@example.com,0987183503,873 Street,Hai Phong,Korea,2024-03-14
CUST000816,Customer 816,customer816@example.com,0987353829,204 Street,Can Tho,Singapore,2025-09-23
CUST000817,Customer 817,customer817@example.com,0987238114,336 Street,Hanoi,USA,2025-01-16
CUST000818,Customer 818,customer818@example.com,0987829992,410 Street,Ho Chi Minh,Singapore,2023-03-27
CUST000819,Customer 819,customer819@example.com,0987650279,194 Street,Hanoi,Korea,2025-03-15
CUST000820,Customer 820,customer820@example.com,0987566434,647 Street,Hai Phong,USA,2024-10-11
CUST000821,Customer 821,customer821@example.com,0987948056,906 Street,Nha Trang,Vietnam,2025-02-25
CUST000822,Customer 822,customer822@example.com,0987936264,60 Street,Da Nang,Japan,2025-10-12
CUST000823,Customer 823,customer823@example.com,0987659960,793 Street,Nha Trang,USA,2023-11-24
CUST000824,Customer 824,customer824@example.com,0987463306,665 Street,Hai Phong,Australia,2023-10-26
CUST000825,Customer 825,customer825@example.com,0987227033,570 Street,Ho Chi Minh,Australia,2025-09-24
CUST000826,Customer 826,customer826@example.com,0987982116,73 Street,Hai Phong,USA,2024-06-09
CUST000827,Customer 827,customer827@example.com,0987310703,950 Street,Vung Tau,Japan,2024-08-23
CUST000828,Customer 828,customer828@example.com,0987907333,816 Street,Da Nang,Singapore,2025-04-23
CUST000829,Customer 829,customer829@example.com,0987761475,925 Street,Ho Chi Minh,USA,2023-08-21
CUST000830,Customer 830,customer830@example.com,0987691457,693 Street,Hai Phong,USA,2023-04-17
CUST000831,Customer 831,customer831@example.com,0987727259,49 Street,Vung Tau,Japan,2024-08-28
CUST000832,Customer 832,customer832@example.com,0987238638,961 Street,Hue,Japan,2024-11-08
CUST000833,Customer 833,customer833@example.com,0987443889,639 Street,Da Nang,Singapore,2023-11-28
CUST000834,Customer 834,customer834@example.com,0987451667,881 Street,Hanoi,UK,2024-09-19
CUST000835,Customer 835,customer835@example.com,0987184649,408 Street,Hanoi,Japan,2023-10-01
CUST000836,Customer 836,customer836@example.com,0987398449,835 Street,Vung Tau,UK,2024-06-07
CUST000837,Customer 837,customer837@example.com,0987220768,514 Street,Nha Trang,Singapore,2023-07-06
CUST000838,Customer 838,customer838@example.com,0987745493,112 Street,Nha Trang,Korea,2023-10-07
CUST000839,Customer 839,customer839@example.com,0987874574,799 Street,Can Tho,USA,2025-07-16
CUST000840,Customer 840,customer840@example.com,0987749800,457 Street,Da Nang,Singapore,2025-07-02
CUST000841,Customer 841,customer841@example.com,0987684285,702 Street,Da Nang,Australia,2024-12-31
CUST000842,Customer 842,customer842@example.com,0987225957,907 Street,Can Tho,USA,2025-09-24
CUST000843,Customer 843,customer843@example.com,0987613968,656 Street,Hue,Vietnam,2023-03-14
CUST000844,Customer 844,customer844@example.com,0987910495,688 Street,Da Nang,Vietnam,2024-02-07
CUST000845,Customer 845,customer845@example.com,0987213507,773 Street,Can Tho,Japan,2025-06-29
CUST000846,Customer 846,customer846@example.com,0987551975,234 Street,Vung Tau,UK,2025-05-11
CUST000847,Customer 847,customer847@example.com,0987280279,757 Street,Da Nang,USA,2024-10-15
CUST000848,Customer 848,customer848@example.com,0987262900,458 Street,Hanoi,USA,2023-04-21
CUST000849,Customer 849,customer849@example.com,0987735309,177 Street,Can Tho,Korea,2023-11-06
CUST000850,Customer 850,customer850@example.com,0987190002,356 Street,Nha Trang,USA,2024-02-28
CUST000851,Customer 851,customer851@example.com,0987488962,718 Street,Hanoi,UK,2024-04-20
CUST000852,Customer 852,customer852@example.com,0987979849,609 Street,Da Nang,Korea,2025-08-22
CUST000853,Customer 853,customer853@example.com,0987193396,654 Street,Da Nang,Singapore,2024-12-12
CUST000854,Customer 854,customer854@example.com,0987598413,864 Street,Ho Chi Minh,USA,2024-08-28
CUST000855,Customer 855,customer855@example.com,0987484435,915 Street,Hue,Japan,2023-06-04
CUST000856,Customer 856,customer856@example.com,0987620495,771 Street,Hai Phong,UK,2025-11-07
CUST000857,Customer 857,customer857@example.com,0987702817,968 Street,Hai Phong,Vietnam,2023-05-18
CUST000858,Customer 858,customer858@example.com,0987462981,53 Street,Hanoi,Singapore,2024-04-11
CUST000859,Customer 859,customer859@example.com,0987435432,496 Street,Hai Phong,USA,2025-01-22
CUST000860,Customer 860,customer860@example.com,0987964747,495 Street,Can Tho,Australia,2024-12-20
CUST000861,Customer 861,customer861@example.com,0987401420,923 Street,Hai Phong,Australia,2024-12-10
CUST000862,Customer 862,customer862@example.com,0987149633,6 Street,Can Tho,UK,2025-09-13
CUST000863,Customer 863,customer863@example.com,0987588439,816 Street,Hai Phong,USA,2025-09-20
CUST000864,Customer 864,customer864@example.com,0987276729,666 Street,Can Tho,Japan,2023-09-04
CUST000865,Customer 865,customer865@example.com,0987460334,368 Street,Ho Chi Minh,Japan,2024-11-11
CUST000866,Customer 866,customer866@example.com,0987878196,924 Street,Hue,UK,2024-01-25
CUST000867,Customer 867,customer867@example.com,0987480385,800 Street,Hue,Singapore,2025-10-04
CUST000868,Customer 868,customer868@example.com,0987194456,453 Street,Nha Trang,Vietnam,2025-01-21
CUST000869,Customer 869,customer869@example.com,0987370676,936 Street,Hue,USA,2025-11-14
CUST000870,Customer 870,customer870@example.com,0987458583,541 Street,Hue,Australia,2024-01-20
CUST000871,Customer 871,customer871@example.com,0987743169,610 Street,Hanoi,Singapore,2024-05-02
CUST000872,Customer 872,customer872@example.com,0987624974,793 Street,Nha Trang,Singapore,2023-11-23
CUST000873,Customer 873,customer873@example.com,0987729103,194 Street,Can Tho,Vietnam,2023-07-06
CUST000874,Customer 874,customer874@example.com,0987925886,394 Street,Can Tho,Korea,2023-06-23
CUST000875,Customer 875,customer875@example.com,0987907824,327 Street,Vung Tau,Japan,2025-03-12
CUST000876,Customer 876,customer876@example.com,0987553316,206 Street,Hanoi,USA,2023-05-14
CUST000877,Customer 877,customer877@example.com,0987653837,193 Street,Vung Tau,Japan,2023-10-14
CUST000878,Customer 878,customer878@example.com,0987194270,13 Street,Vung Tau,Japan,2025-07-05
CUST000879,Customer 879,customer879@example.com,0987698123,788 Street,Hai Phong,Vietnam,2023-03-22
CUST000880,Customer 880,customer880@example.com,0987762363,699 Street,Hanoi,Japan,2024-08-10
CUST000881,Customer 881,customer881@example.com,0987745981,638 Street,Vung Tau,Korea,2024-12-26
CUST000882,Customer 882,customer882@example.com,0987446186,412 Street,Hanoi,Vietnam,2024-09-19
CUST000883,Customer 883,customer883@example.com,0987138096,934 Street,Da Nang,Vietnam,2025-06-09
CUST000884,Customer 884,customer884@example.com,0987454205,377 Street,Ho Chi Minh,Korea,2024-09-20
CUST000885,Customer 885,customer885@example.com,0987377333,114 Street,Ho Chi Minh,UK,2025-05-06
CUST000886,Customer 886,customer886@example.com,0987264609,73 Street,Vung Tau,Singapore,2023-09-04
CUST000887,Customer 887,customer887@example.com,0987946779,134 Street,Da Nang,UK,2024-02-26
CUST000888,Customer 888,customer888@example.com,0987121086,549 Street,Hue,Vietnam,2023-04-01
CUST000889,Customer 889,customer889@example.com,0987694499,756 Street,Can Tho,Singapore,2024-10-28
CUST000890,Customer 890,customer890@example.com,0987978625,363 Street,Hanoi,UK,2025-10-09
CUST000891,Customer 891,customer891@example.com,0987576270,448 Street,Hanoi,Singapore,2024-02-01
CUST000892,Customer 892,customer892@example.com,0987383923,790 Street,Can Tho,Singapore,2024-07-09
CUST000893,Customer 893,customer893@example.com,0987209710,738 Street,Can Tho,USA,2024-05-01
CUST000894,Customer 894,customer894@example.com,0987277380,473 Street,Hanoi,UK,2024-06-11
CUST000895,Customer 895,customer895@example.com,0987101489,837 Street,Vung Tau,Australia,2025-06-17
CUST000896,Customer 896,customer896@example.com,0987857821,233 Street,Nha Trang,Singapore,2023-05-18
CUST000897,Customer 897,customer897@example.com,0987614963,313 Street,Vung Tau,Vietnam,2025-05-16
CUST000898,Customer 898,customer898@example.com,0987551083,331 Street,Hue,USA,2024-05-04
CUST000899,Customer 899,customer899@example.com,0987590475,530 Street,Hanoi,Singapore,2024-08-06
CUST000900,Customer 900,customer900@example.com,0987690928,307 Street,Hai Phong,Australia,2025-10-18
CUST000901,Customer 901,customer901@example.com,0987209905,733 Street,Hanoi,Australia,2024-04-19
CUST000902,Customer 902,customer902@example.com,0987325097,892 Street,Can Tho,Vietnam,2023-08-25
CUST000903,Customer 903,customer903@example.com,0987792161,213 Street,Can Tho,Australia,2025-04-25
CUST000904,Customer 904,customer904@example.com,0987437504,533 Street,Da Nang,UK,2023-06-15
CUST000905,Customer 905,customer905@example.com,0987745900,248 Street,Can Tho,UK,2023-08-15
CUST000906,Customer 906,customer906@example.com,0987114020,771 Street,Da Nang,USA,2023-12-07
CUST000907,Customer 907,customer907@example.com,0987111021,566 Street,Hai Phong,USA,2023-04-27
CUST000908,Customer 908,customer908@example.com,0987586670,930 Street,Da Nang,Korea,2025-10-10
CUST000909,Customer 909,customer909@example.com,0987165671,18 Street,Hue,Australia,2024-10-06
CUST000910,Customer 910,customer910@example.com,0987479236,906 Street,Hanoi,Singapore,2023-04-18
CUST000911,Customer 911,customer911@example.com,0987742064,967 Street,Vung Tau,Vietnam,2024-08-22
CUST000912,Customer 912,customer912@example.com,0987804320,438 Street,Nha Trang,USA,2024-07-11
CUST000913,Customer 913,customer913@example.com,0987385613,706 Street,Can Tho,Korea,2025-07-16
CUST000914,Customer 914,customer914@example.com,0987139705,161 Street,Ho Chi Minh,Japan,2024-07-17
CUST000915,Customer 915,customer915@example.com,0987831470,20 Street,Da Nang,UK,2024-11-17
CUST000916,Customer 916,customer916@example.com,0987107917,839 Street,Ho Chi Minh,Vietnam,2023-10-01
CUST000917,Customer 917,customer917@example.com,0987983497,439 Street,Da Nang,Australia,2025-10-07
CUST000918,Customer 918,customer918@example.com,0987609519,660 Street,Da Nang,Japan,2024-12-13
CUST000919,Customer 919,customer919@example.com,0987639651,671 Street,Hanoi,UK,2025-05-14
CUST000920,Customer 920,customer920@example.com,0987148274,279 Street,Can Tho,USA,2025-05-01
CUST000921,Customer 921,customer921@example.com,0987415661,772 Street,Hue,Australia,2023-07-16
CUST000922,Customer 922,customer922@example.com,0987115488,46 Street,Can Tho,Japan,2025-01-21
CUST000923,Customer 923,customer923@example.com,0987287779,327 Street,Ho Chi Minh,Japan,2023-07-11
CUST000924,Customer 924,customer924@example.com,0987406198,226 Street,Can Tho,Australia,2024-06-29
CUST000925,Customer 925,customer925@example.com,0987233453,824 Street,Ho Chi Minh,Australia,2023-11-11
CUST000926,Customer 926,customer926@example.com,0987715674,393 Street,Vung Tau,Japan,2025-06-06
CUST000927,Customer 927,customer927@example.com,0987383634,848 Street,Hue,Australia,2024-08-31
CUST000928,Customer 928,customer928@example.com,0987307628,61 Street,Hai Phong,USA,2023-06-09
CUST000929,Customer 929,customer929@example.com,0987893072,640 Street,Hue,Japan,2025-10-13
CUST000930,Customer 930,customer930@example.com,0987931431,216 Street,Da Nang,UK,2025-05-06
CUST000931,Customer 931,customer931@example.com,0987887406,826 Street,Vung Tau,Singapore,2024-06-03
CUST000932,Customer 932,customer932@example.com,0987449913,179 Street,Hue,Singapore,2025-03-19
CUST000933,Customer 933,customer933@example.com,0987191482,469 Street,Vung Tau,Vietnam,2025-01-01
CUST000934,Customer 934,customer934@example.com,0987162469,895 Street,Can Tho,USA,2025-02-25
CUST000935,Customer 935,customer935@example.com,0987978258,127 Street,Ho Chi Minh,Japan,2025-11-27
CUST000936,Customer 936,customer936@example.com,0987482718,614 Street,Hue,Japan,2023-06-04
CUST000937,Customer 937,customer937@example.com,0987955047,763 Street,Nha Trang,Korea,2024-07-25
CUST000938,Customer 938,customer938@example.com,0987997743,121 Street,Nha Trang,Singapore,2025-08-29
CUST000939,Customer 939,customer939@example.com,0987780270,400 Street,Nha Trang,USA,2025-05-10
CUST000940,Customer 940,customer940@example.com,0987334276,77 Street,Can Tho,Australia,2025-09-12
CUST000941,Customer 941,customer941@example.com,0987617887,714 Street,Hue,Vietnam,2025-04-17
CUST000942,Customer 942,customer942@example.com,0987106626,872 Street,Nha Trang,Vietnam,2023-07-02
CUST000943,Customer 943,customer943@example.com,0987809598,798 Street,Hai Phong,USA,2023-08-01
CUST000944,Customer 944,customer944@example.com,0987871741,373 Street,Da Nang,USA,2023-04-25
CUST000945,Customer 945,customer945@example.com,0987753824,149 Street,Vung Tau,Vietnam,2024-07-01
CUST000946,Customer 946,customer946@example.com,0987718943,29 Street,Hue,Vietnam,2023-10-22
CUST000947,Customer 947,customer947@example.com,0987823677,720 Street,Vung Tau,USA,2023-10-02
CUST000948,Customer 948,customer948@example.com,0987317574,100 Street,Hanoi,USA,2025-08-30
CUST000949,Customer 949,customer949@example.com,0987551882,901 Street,Hai Phong,Korea,2025-10-01
CUST000950,Customer 950,customer950@example.com,0987937805,866 Street,Da Nang,Japan,2024-06-12
CUST000951,Customer 951,customer951@example.com,0987752274,444 Street,Hai Phong,USA,2024-08-31
CUST000952,Customer 952,customer952@example.com,0987812391,709 Street,Can Tho,Singapore,2023-07-24
CUST000953,Customer 953,customer953@example.com,0987366729,188 Street,Hanoi,Singapore,2024-04-06
CUST000954,Customer 954,customer954@example.com,0987632640,22 Street,Hai Phong,USA,2023-05-04
CUST000955,Customer 955,customer955@example.com,0987793444,340 Street,Hai Phong,Korea,2024-08-29
CUST000956,Customer 956,customer956@example.com,0987183639,235 Street,Hanoi,USA,2023-04-18
CUST000957,Customer 957,customer957@example.com,0987137609,440 Street,Hanoi,Japan,2023-12-07
CUST000958,Customer 958,customer958@example.com,0987296897,644 Street,Hue,USA,2024-03-21
CUST000959,Customer 959,customer959@example.com,0987859628,925 Street,Da Nang,Vietnam,2023-05-17
CUST000960,Customer 960,customer960@example.com,0987920808,873 Street,Nha Trang,USA,2024-05-25
CUST000961,Customer 961,customer961@example.com,0987758947,886 Street,Da Nang,Australia,2024-04-30
CUST000962,Customer 962,customer962@example.com,0987433338,147 Street,Hue,Australia,2024-04-27
CUST000963,Customer 963,customer963@example.com,0987637509,643 Street,Can Tho,Japan,2023-08-09
CUST000964,Customer 964,customer964@example.com,0987155114,264 Street,Da Nang,Korea,2023-10-31
CUST000965,Customer 965,customer965@example.com,0987905241,929 Street,Hai Phong,Vietnam,2024-09-30
CUST000966,Customer 966,customer966@example.com,0987388305,408 Street,Nha Trang,USA,2025-07-21
CUST000967,Customer 967,customer967@example.com,0987483156,378 Street,Vung Tau,Korea,2024-10-23
CUST000968,Customer 968,customer968@example.com,0987194016,796 Street,Hanoi,USA,2024-04-22
CUST000969,Customer 969,customer969@example.com,0987514777,88 Street,Nha Trang,Australia,2024-06-15
CUST000970,Customer 970,customer970@example.com,0987562648,840 Street,Hue,Korea,2024-08-28
CUST000971,Customer 971,customer971@example.com,0987792954,532 Street,Nha Trang,USA,2023-10-25
CUST000972,Customer 972,customer972@example.com,0987797394,292 Street,Nha Trang,UK,2024-03-05
CUST000973,Customer 973,customer973@example.com,0987484440,72 Street,Hue,UK,2023-04-11
CUST000974,Customer 974,customer974@example.com,0987631017,782 Street,Nha Trang,UK,2025-05-17
CUST000975,Customer 975,customer975@example.com,0987657517,810 Street,Da Nang,Vietnam,2024-10-01
CUST000976,Customer 976,customer976@example.com,0987865818,30 Street,Hanoi,Korea,2024-07-06
CUST000977,Customer 977,customer977@example.com,0987506723,76 Street,Hanoi,Vietnam,2025-10-28
CUST000978,Customer 978,customer978@example.com,0987425674,619 Street,Da Nang,Korea,2023-09-20
CUST000979,Customer 979,customer979@example.com,0987564806,665 Street,Hue,Vietnam,2023-09-19
CUST000980,Customer 980,customer980@example.com,0987736522,100 Street,Hanoi,Korea,2024-03-18
CUST000981,Customer 981,customer981@example.com,0987579495,384 Street,Da Nang,Vietnam,2023-05-05
CUST000982,Customer 982,customer982@example.com,0987643999,955 Street,Nha Trang,Vietnam,2025-01-31
CUST000983,Customer 983,customer983@example.com,0987215853,303 Street,Vung Tau,Japan,2025-04-20
CUST000984,Customer 984,customer984@example.com,0987200058,423 Street,Nha Trang,Australia,2023-06-07
CUST000985,Customer 985,customer985@example.com,0987575058,889 Street,Hue,Vietnam,2023-09-15
CUST000986,Customer 986,customer986@example.com,0987649122,947 Street,Can Tho,UK,2023-03-17
